OBJECTID,globalid,stopID,onSt,atSt,stopName,STP_P,BNCH,SHLT,TRF,_ADA,PUB_WAY,JURIS,AssessStatus,StNameChg,StNameChg2,Lighting,ADAPad,ROW_ADA,Sidewalk,Avg_Brd,Avg_Alght,Meter1,InstallPoleYN,TStopHoles,installInfo,routes,TNPExistingPoles,TParkPoles,TParkHoles,tParkPolesInstalled,tParkSigns,tParkSignsInstalled,Tholes,assignedPos,assignedInstSurf,installSurface,installPos,distToIntersection,estimated_irregular_distance_to,installBusStopPole,NPSurface,parkSignRear,parkSignNSFront,parkSignMBFront,parkSignFarside,installToSpec,install_comments,approved,approvalComments,delayInstall,CreationDate,Creator,EditDate,Editor,delayReason,delayResolved,delayComment,delayComments,initComments,curbCuts,ImprovPrior1,ImprovPrior2,BnchShelt,_Cost,AdoptA1,AdoptA2,ParkSign1,ParkSign2,STATE,COUNTY,POINT_X,POINT_Y,new_county,new_juris
"39",{539B998A-4A95-49F8-92C9-FC7598BB2CA2},"3901",LEMAY FERRY RD,REAVIS BARRACKS RD,LEMAY FERRY @ REAVIS BARRACKS WB,NS,YES,YES,NO,YES,YES,SAINT LOUIS COUNTY,Assessment complete,No,,Shelter,Yes,Yes SW compliant,"0","2.904427","5.000775",None,no,"1",No,"3073","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:29:11.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.2984069999999,38.5242040000001,ST. LOUIS COUNTY,Bella Villa city
"40",{6D77B909-4428-428F-8471-EEE6E573F2E1},"3902",LEMAY FERRY RD,2313 LEMAY FERRY RD,2313 LEMAY FERRY WB,MB,NO,NO,NO,YES,NO,SAINT LOUIS COUNTY,Assessment complete,No,,No,No pad,No Sholder Poor Condition,"4","0.090909","4.020199",None,no,"1",No,"3073","0","0","0",,"0",,"1",MB,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:29:11.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,Slated to be removed but due to customer feedback stop will remain.,"4",Low,,No,"Over $10,000",No,"Yes, municipality",None present,None Location,MO,ST LOUIS COUNTY,-90.299924,38.5232940000001,ST. LOUIS COUNTY,Green Park city
"41",{9CBB85BE-82C2-4E60-83F2-C93A2E793067},"3903",LEMAY FERRY RD,LEMAY PLZ,LEMAY FERRY @ LEMAY PLAZA WB,NS,YES,NO,NO,YES,YES,SAINT LOUIS COUNTY,Assessment complete,No,,Same Side,Yes,Yes SW compliant,"0","3.084302","8.84071",None,no,"0",No,"3073","1","0","0",,"1",,"0",NS,,concrete,,,,,Requirements Met,"0","0","0","1",,,,,,2020-06-15T20:29:12.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,"Yes, business",None present,FS Bus Stop,MO,ST LOUIS COUNTY,-90.3038349999999,38.520883,ST. LOUIS COUNTY,Green Park city
"42",{7A86AB13-3B7A-4323-9917-1E776BC96532},"3904",LEMAY FERRY RD,BUCKLEY RD,LEMAY FERRY @ BUCKLEY WB,FS,NO,NO,NO,NO,NO,SAINT LOUIS COUNTY,Assessment complete,No,,Opposite Side,No pad,No Sholder Narrow,"3","0.34965","4.547783",None,no,"1",No,"3073","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:29:12.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"1",Low,,No,"$2,5000-$4,999",No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.306995,38.5190210000001,ST. LOUIS COUNTY,Green Park city
"43",{B54E5491-1C42-46F0-8A46-DCEB8DC84050},"3905",LEMAY FERRY RD,HALLMARK LN,LEMAY FERRY @ HALLMARK WB,NS,NO,NO,NO,NO,YES,SAINT LOUIS COUNTY,Assessment complete,No,,Same Side,No pad,No Sholder Poor Condition,"2","2.826727","3.049822",None,no,"1",No,"3073","1","1","1",,"2",,"1",NS,,ground,,,,,ground,"1","0","1","0",,,,,,2020-06-15T20:29:12.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"1",Low,,No,"$2,5000-$4,999",No,"Yes, business",None present,"Mid Bus Stop, Metro ground",MO,ST LOUIS COUNTY,-90.3110129999999,38.5165210000001,ST. LOUIS COUNTY,Green Park city
"44",{639E65C3-2F20-48EC-AAAE-2B1302327B92},"3906",LEMAY FERRY RD,WILL AVE,LEMAY FERRY @ WILL WB,FS,YES,NO,NO,YES,YES,SAINT LOUIS COUNTY,Assessment complete,No,,Same Side,Yes,No SW Narrow,"3","0.681817","3.963635",None,no,"0",No,"3073","0","0","0",,"0",,"0",FS,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:29:13.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,"$2,5000-$4,999",No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.313973,38.5147620000001,ST. LOUIS COUNTY,Green Park city
"45",{BC00391F-B0F1-44AA-8795-457F0718DFD5},"3909",LEMAY FERRY RD,3601 LEMAY FERRY RD,3601 LEMAY FERRY WB,MB,YES,NO,NO,YES,YES,SAINT LOUIS COUNTY,Assessment complete,No,,Same Side,Yes,Yes SW compliant,"0","0.95571","5.042422",None,no,"0",No,"3073","0","0","0",,"0",,"0",MB,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:29:13.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.320591,38.5106930000001,ST. LOUIS COUNTY,Green Park city
"46",{C2A4E9B3-2570-4088-AB08-3B9962825BBD},"3911",LEMAY FERRY RD,3897 LEMAY FERRY RD,3897 LEMAY FERRY WB,MB,NO,NO,NO,NO,NO,SAINT LOUIS COUNTY,Needs reassessment,No,,Light Pole,No small,Yes SW compliant,"0","0.75167","22.89496",None,no,"0","Yes, relocate nearside","3073","1","0","0",,"0",,"0",NS,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:29:13.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,move bus stop to farside of shopping center driveway  to sidewalk,"0",Low,,No,"$2,5000-$4,999",No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.324331,38.5075190000001,ST. LOUIS COUNTY,Green Park city
"47",{A3E15D93-470E-4059-BC95-C6005646B09E},"3912",LEMAY FERRY RD,4103 LEMAY FERRY RD,4103 LEMAY FERRY WB,MB,YES,NO,YES,YES,YES,SAINT LOUIS COUNTY,Assessment complete,No,,Same Side,Yes,Yes SW compliant,"0","1.736173","12.44022",None,no,"0",No,"3017, 3049, 3073","0","0","0",,"0",,"0",MB,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:29:13.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.327086,38.5051990000001,ST. LOUIS COUNTY,Green Park city
"48",{EC3B666B-3B14-4A82-9298-59B9569E3577},"3913",SOUTH COUNTY CENTER WAY,,SOUTH COUNTY CENTER,MB,YES,YES,YES,YES,YES,ST LOUIS COUNTY,,,,,,,,"0","0",,no,"0",,"3017, 3049, 3073, 4073","0","0","0",,,,"0",,,unknown,,,,,,,,,,,,,,,2020-06-15T20:29:14.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",,,,,,,,,MO,ST LOUIS COUNTY,-90.333082,38.505814,ST. LOUIS COUNTY,Green Park city
"49",{98EEAED1-B7C2-4B39-94E5-8D86CAF70E33},"3923",TELEGRAPH RD,BRILLIANT LN,TELEGRAPH @ BRILLIANT SB,NS,NO,NO,NO,NO,YES,SAINT LOUIS COUNTY,Assessment complete,No,,Same Side,No poor condition,Yes SW compliant,"2","0.273448","1.644478",None,no,"1",No,"3009","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:29:14.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,"$1,000-$2,499",No,"Yes, neighborhood",Other,Requirements Met,MO,ST LOUIS COUNTY,-90.294428,38.5083490000001,ST. LOUIS COUNTY,Green Park city
"50",{580F374E-B00E-42F2-9B90-85B3457167C4},"3925",TELEGRAPH RD,OPP FRANVIEW PLZ,TELEGRAPH @ FRANVIEW PLAZA SB,MB,NO,NO,NO,NO,YES,SAINT LOUIS COUNTY,Assessment complete,No,,No,No pad,Yes Sholder compliant,"1","0.806346","9.915867",None,no,"1",No,"3009","0","0","0",,"0",,"1",MB,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:29:14.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,move south within 30 feet of streetlight,"1",Low,,No,"$2,5000-$4,999",No,"Yes, business",NS Stop Pole,None Location,MO,ST LOUIS COUNTY,-90.2971479999999,38.5037540000001,ST. LOUIS COUNTY,Green Park city
"51",{AE9E640C-39B3-40F6-AB88-8699010849E1},"3928",TELEGRAPH RD,SAPPINGTON BARRACKS RD,TELEGRAPH @ SAPPINGTON BARRACKS EB,FS,YES,YES,NO,YES,YES,SAINT LOUIS COUNTY,Assessment complete,No,,Shelter,Yes,Yes SW compliant,"0","2.265076","0.549637",None,no,"0",No,"3009","0","0","0",,"1",,"0",FS,,concrete,,,,,Requirements Met,"0","0","0","1",,,,,,2020-06-15T20:29:14.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,"Yes, business",None present,FS Bus Stop,MO,ST LOUIS COUNTY,-90.2973279999999,38.502983,ST. LOUIS COUNTY,Green Park city
"52",{8B5C0BF1-74B0-4D38-8D59-F26BF3E295B3},"3929",TELEGRAPH RD,FRANVIEW PLZ,TELEGRAPH @ FRANVIEW PLAZA EB,MB,YES,YES,NO,YES,NO,SAINT LOUIS COUNTY,Assessment complete,No,,Shelter,No poor condition,Yes Sholder compliant,"1","5.609047","0.495236",None,no,"0",No,"3009","0","0","0",,"1",,"0",MB,,concrete,,,,,Requirements Met,"0","0","0","1",,,,,,2020-06-15T20:29:15.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"1",High,shelter,No,"$2,5000-$4,999",No,"Yes, business",None present,FS Bus Stop,MO,ST LOUIS COUNTY,-90.2967609999999,38.5040440000001,ST. LOUIS COUNTY,Green Park city
"53",{85CA61F2-DB56-4F74-ACCA-52B0156E941B},"3932",TELEGRAPH RD,BRILLIANT LN,TELEGRAPH @ BRILLIANT NB,FS,NO,NO,NO,NO,YES,SAINT LOUIS COUNTY,Assessment complete,No,,Opposite Side,No small,No SW Poor Condition,"0","0.999999","0.522727",None,no,"1",No,"3009","0","0","0",,"1",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","1",,,,,,2020-06-15T20:29:15.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"1",Low,,No,"$2,5000-$4,999",No,"Yes, neighborhood",None present,FS Bus Stop,MO,ST LOUIS COUNTY,-90.294205,38.50841,ST. LOUIS COUNTY,Green Park city
"54",{ED5F4638-AEE8-489F-A5DE-8FB4867FF900},"3946",LEMAY FERRY RD,3900 LEMAY FERRY,3900 LEMAY FERRY NB,MB,NO,NO,YES,NO,NO,SAINT LOUIS COUNTY,Assessment complete,No,,Nearby Structure,No small,Yes SW compliant,"0","31.00578","6.822529",None,no,"1","Yes, reset","3073","0","0","0",,"0",,"1",MB,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:29:15.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,move bus stop to west in ground,"0",High,ridership,Bench,,No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.323699,38.5077870000001,ST. LOUIS COUNTY,Green Park city
"55",{3AD0D6E2-74AA-4CFE-A38A-A144D53D955A},"3949",LEMAY FERRY RD,VICTORY DR,LEMAY FERRY @ VICTORY NB,FS,NO,NO,NO,NO,NO,SAINT LOUIS COUNTY,Assessment complete,No,,Nearby Structure,No small,Yes SW compliant,"0","8.701392","0.641413",None,no,"0",No,"3073","0","0","0",,"0",,"0",FS,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:29:15.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Moderate,combined stops,Bench,"$2,5000-$4,999",No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.319471,38.511215,ST. LOUIS COUNTY,Green Park city
"56",{A8500CEA-B93D-47C4-B330-49DA6EC8E936},"3952",LEMAY FERRY RD,WILL AVE,LEMAY FERRY @ WILL NB,FS,NO,NO,NO,NO,NO,SAINT LOUIS COUNTY,Assessment complete,No,,Nearby Structure,No pad,Yes SW compliant,"0","2.810565","0.090909",None,no,"0",No,"3073","0","0","0",,"0",,"0",FS,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:29:16.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,"$1,000-$2,499",No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.313032,38.515113,ST. LOUIS COUNTY,Green Park city
"57",{CC9D5A48-E27B-492D-8DF4-89D6A5910B72},"3953",LEMAY FERRY RD,HALLMARK LN,LEMAY FERRY @ HALLMARK NB,NS,NO,NO,NO,NO,NO,SAINT LOUIS COUNTY,Assessment complete,No,,Nearby Structure,No pad,Yes SW compliant,"0","3.471365","0.915461",None,no,"0",No,"3073","1","0","0",,"0",,"0",NS,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:29:16.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,"$1,000-$2,499",No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.311293,38.516177,ST. LOUIS COUNTY,Green Park city
"58",{82614B68-B437-4C70-ACE8-AAD778A4E2CD},"3954",LEMAY FERRY RD,BUCKLEY RD,LEMAY FERRY @ BUCKLEY NB,NS,NO,NO,NO,NO,NO,SAINT LOUIS COUNTY,Assessment complete,No,,Same Side,No pad,Yes SW compliant,"0","3.20435","0.378943",None,no,"1",No,"3073","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:29:16.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,"$1,000-$2,499",No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.3072979999999,38.5185930000001,ST. LOUIS COUNTY,Green Park city
"59",{8542AA35-119B-4465-A8E5-722B0B22459F},"3955",LEMAY FERRY RD,LEMAY PLZ,LEMAY FERRY @ LEMAY PLAZA NB,MB,YES,YES,NO,YES,YES,SAINT LOUIS COUNTY,Assessment complete,No,,Shelter,Yes,Yes SW compliant,"0","12.06079","2.249803",None,no,"0",No,"3073","0","0","0",,"0",,"0",MB,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:29:16.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.303958,38.520609,ST. LOUIS COUNTY,Green Park city
"60",{462609B3-5EF6-4BBA-A09B-C009FCCB285E},"3956",LEMAY FERRY RD,2310 LEMAY FERRY RD,2310 LEMAY FERRY NB,NS,NO,NO,NO,NO,YES,SAINT LOUIS COUNTY,Assessment complete,No,,No,No pad,No SW Narrow,"3","3.201707","0.167832",None,no,"1",No,"3073","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:29:17.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,Slated to be removed but due to customer feedback stop will remain.,"2",Low,,No,"Over $10,000",No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.3006109999999,38.5226070000001,ST. LOUIS COUNTY,Green Park city
"61",{E0EF2DB5-A3BA-49AC-9318-C9E8A4EBAC99},"3957",LEMAY FERRY RD,REAVIS BARRACKS RD,LEMAY FERRY @ REAVIS BARRACKS NB,FS,YES,NO,NO,NO,YES,SAINT LOUIS COUNTY,Assessment complete,No,,Opposite Side,No pad,No Sholder Narrow,"0","4.888108","2.662781",None,no,"1",No,"3073","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:29:17.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"2",Low,,No,"$2,5000-$4,999",No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.298714,38.5237480000001,ST. LOUIS COUNTY,Bella Villa city
"62",{79B598D1-62A8-4C94-8A75-8EF440473E3E},"3959",LEMAY FERRY RD,VESCOVO DR,LEMAY FERRY @ VESCOVO NB,FS,NO,NO,NO,NO,NO,SAINT LOUIS COUNTY,Assessment complete,No,,No,No pad,No Sholder Poor Condition,"1","0.090909","1.762624",None,no,"1",No,"3073","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:29:17.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"2",Low,,No,"$1,000-$2,499",No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.294498,38.52633,ST. LOUIS COUNTY,Bella Villa city
"63",{145E933C-E4A1-467E-8F2C-52FCADC53035},"3962",LEMAY FERRY RD,DUMONT PL,LEMAY FERRY @ DUMONT PLACE NB,NS,YES,NO,NO,NO,YES,SAINT LOUIS COUNTY,Assessment complete,No,,Nearby Structure,No pad,No SW Narrow,"2","3.904037","2.464255",None,no,"0",No,"3073","1","0","0",,"0",,"0",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:29:17.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,has community bench,"1",Low,,No,"$2,5000-$4,999",No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.291981,38.5283470000001,ST. LOUIS COUNTY,Bella Villa city
"64",{FD2F7095-C702-4F89-AD59-35D730B750C1},"3966",LEMAY FERRY RD,POINT DR,LEMAY FERRY @ POINT NB,FS,NO,NO,NO,NO,NO,SAINT LOUIS COUNTY,Assessment complete,No,,Nearby Structure,No small,Yes SW compliant,"0","10.01313","3.811729",None,no,"1",No,"3073","0","0","0",,"1",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","1",,,,,,2020-06-15T20:29:18.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,"$1,000-$2,499",No,"Yes, business",None present,FS Bus Stop,MO,ST LOUIS COUNTY,-90.2878689999999,38.532565,ST. LOUIS COUNTY,Bella Villa city
"65",{28F7F3AD-327A-44A7-A12A-94F53C4D6841},"3968",LEMAY FERRY RD,TELEGRAPH RD,LEMAY FERRY @ TELEGRAPH NB,FS,YES,NO,NO,YES,YES,ST LOUIS COUNTY,Assessment complete,No,,Nearby Structure,Yes,Yes SW compliant,"0","15.4714","7.106211",None,no,"0",No,"3073","0","0","0",,"0",,"0",FS,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:29:18.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.28602,38.534521,ST. LOUIS COUNTY,Bella Villa city
"66",{4C20B33B-3BDE-4724-B2EC-03F9E0B8F72D},"3971",LEMAY FERRY RD,HOFFMEISTER AVE,LEMAY FERRY @ HOFFMEISTER NB,FS,NO,NO,NO,YES,YES,SAINT LOUIS COUNTY,Assessment complete,No,,Same Side,No pad,Yes SW compliant,"0","3.985817","1.069152",None,no,"1",No,"3073","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:29:18.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,put pole with bus stop sign by trash can higher than speed limit sign,"0",None,,No,,No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.2823969999999,38.5382760000001,ST. LOUIS COUNTY,Bella Villa city
"67",{167175CF-5E91-448D-BA09-E92774B5F2F5},"3973",LEMAY FERRY RD,BAYLESS AVE,LEMAY FERRY @ BAYLESS NB,NS,NO,NO,YES,YES,YES,SAINT LOUIS COUNTY,Assessment complete,No,,Same Side,Yes,Yes SW compliant,"0","15.87478","4.305669",None,no,"0",No,"3073","1","0","0",,"0",,"0",NS,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:29:18.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,"Yes, municipality",None present,None Location,MO,ST LOUIS COUNTY,-90.2799199999999,38.5407940000001,ST. LOUIS COUNTY,Bella Villa city
"68",{86ED4207-4FFA-43E3-8AAD-9DEFF84E649A},"3975",LEMAY FERRY RD,FANNIE AVE,LEMAY FERRY @ FANNIE NB,NS,NO,NO,NO,NO,YES,SAINT LOUIS COUNTY,Assessment complete,No,,Same Side,No pad,Yes SW compliant,"0","1.174242","2.030456",None,no,"1",No,"3073","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:29:18.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,Slated to be removed but due to customer feedback to will remain.too  close to Bayless,"0",Low,,No,$0-$999,No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.276919,38.5420750000001,ST. LOUIS COUNTY,Bella Villa city
"69",{7873552F-22C1-4A8F-B4CB-36D9FC9164B1},"3977",LEMAY FERRY RD,MILITARY RD,LEMAY FERRY @ MILITARY NB,NS,NO,NO,NO,YES,YES,ST LOUIS COUNTY,Assessment complete,No,,Same Side,Yes,Yes SW compliant,"0","0","0",None,no,"0",No,"3073","1","0","0",,"1",,"0",NS,,concrete,,,,,Requirements Met,"0","0","0","1",,,,,,2020-06-15T20:29:19.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,two park bench ,"0",None,,No,,No,"Yes, municipality",None present,FS Bus Stop,MO,ST LOUIS COUNTY,-90.274801,38.5429130000001,ST. LOUIS COUNTY,St. Louis city
"70",{FF3857D8-4B19-472C-BCCA-8A34F1C41073},"3978",LEMAY FERRY RD,RIVER CITY CASINO DR,LEMAY FERRY @ RIVER CITY CASINO NB,NS,NO,NO,NO,YES,YES,SAINT LOUIS COUNTY,Assessment complete,No,,Same Side,Yes,Yes SW compliant,"0","3.392538","2.335817",None,no,"0",No,"3073","1","0","0",,"1",,"0",NS,,concrete,,,,,Requirements Met,"0","0","0","1",,,,,,2020-06-15T20:29:19.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Moderate,transfer,Bench,$0-$999,No,"Yes, business",None present,FS Bus Stop,MO,ST LOUIS COUNTY,-90.2719949999999,38.544383,ST. LOUIS COUNTY,St. Louis city
"71",{88A92DEB-F113-4C86-A7AE-FD639573AEAF},"4328",LUCAS AND HUNT RD,NORWOOD HILLS COUNTRY CLUB DR,LUCAS-HUNT @ NORWOOD HILLS COUNTRY CLUB SB,NS,YES,YES,NO,YES,YES,ST LOUIS COUNTY,Assessment complete,No,,Opposite Side,No pad,Yes SW compliant,"0","20.73462","2.917375",None,no,"0",No,"3064","1","0","0",,"0",,"0",NS,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:29:49.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.278654,38.721031,ST. LOUIS COUNTY,Country Club Hills city
"72",{A18F3FE5-5E07-492A-9503-E10F5178C520},"4492",BIG BEND BLVD,GRANTS TRL,BIG BEND @ GRANTS TRAIL NB,NS,NO,NO,NO,NO,YES,SAINT LOUIS COUNTY,Assessment complete,No,,Same Side,No small,Yes SW compliant,"0","2.677217","0.8661845",None,no,"0",No,"3056, 4058","1","0","0",,"0",,"0",NS,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:30:01.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,$0-$999,No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.390236,38.568404,ST. LOUIS COUNTY,Crestwood city
"73",{F6350E5F-2A70-4487-BA88-6D2293717052},"4532",SHEPLEY DR,SPRING GARDEN DR,SHEPLEY @ SPRING GARDEN WB,FS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,No,No pad,Yes Sholder compliant,"0","17.84926","7.369459",None,no,"1",No,"3060","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:30:03.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,$0-$999,No,No,FS Stop Pole,None Location,MO,ST LOUIS COUNTY,-90.1950629999999,38.754444,ST. LOUIS COUNTY,St. Louis city
"74",{9D000EA5-80D5-4102-8108-0860859974F6},"4533",SHEPLEY DR,LOTHIAN CIR,SHEPLEY @ LOTHIAN CIRCLE WB,NS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,Opposite Side,Yes,Yes Sholder compliant,"4","16.74738","8.981267",None,no,"1",No,"3060","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:30:04.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"1",Low,,No,$0-$999,No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.198592,38.7560320000001,ST. LOUIS COUNTY,Riverview village
"75",{42DF3827-83B4-4C32-89EA-6356139A104D},"4535",SHEPLEY DR,BALMORAL DR,SHEPLEY @ BALMORAL WB,NS,NO,NO,NO,NO,NO,ST LOUIS COUNTY,Assessment complete,No,,Opposite Side,Yes,Yes Sholder compliant,"0","9.946295","10.92933",None,no,"1",No,"3060","1","1","0",,"2",,"1",NS,,ground,,,,,concrete,"1","1","0","0",,,,,,2020-06-15T20:30:04.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"3",Low,,No,"$5,000-$9,999",No,No,None present,NS Metro concrete,MO,ST LOUIS COUNTY,-90.201125,38.756737,ST. LOUIS COUNTY,Bellefontaine Neighbors city
"76",{FC5279F6-B7D6-41B0-BAB9-EE94BF61903F},"4537",SHEPLEY DR,RENFREW DR,SHEPLEY @ RENFREW WB,NS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,No,No pad,Yes Sholder compliant,"0","15.44505","18.85778",None,no,"1",No,"3060","1","1","1",,"2",,"1",NS,,ground,,,,,ground,"1","1","0","0",,,,,,2020-06-15T20:30:04.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"4",Low,,No,"$5,000-$9,999",No,No,None present,NS Metro ground,MO,ST LOUIS COUNTY,-90.20593,38.7563710000001,ST. LOUIS COUNTY,Bellefontaine Neighbors city
